Model,Variant,Embedding,Vocab,K,Repeat,Experiment,Source_File,Timing_Run_Name,NPMI,Diversity,Valid_Topics,Dropped_Topics
CTM,Base,Light,,10,Run1,CTM | Base | Light | K10 | Run1,ctm_topics_LIGHT_EMBfinal_K10.json,LIGHT_EMBfinal_K10,0.09911698076245627,0.99,10,0
CTM,Base,Heavy,,10,Run1,CTM | Base | Heavy | K10 | Run1,ctm_topics_HEAVY_EMBfinal_K10.json,HEAVY_EMBfinal_K10,0.11348888368022678,0.99,10,0
CTM,Base,Light,,20,Run1,CTM | Base | Light | K20 | Run1,ctm_topics_LIGHT_EMBfinal_K20.json,LIGHT_EMBfinal_K20,0.1476128445680633,0.96,20,0
CTM,Base,Heavy,,20,Run1,CTM | Base | Heavy | K20 | Run1,ctm_topics_HEAVY_EMBfinal_K20.json,HEAVY_EMBfinal_K20,0.1456982592907335,0.97,20,0
CTM,Base,Light,,30,Run1,CTM | Base | Light | K30 | Run1,ctm_topics_LIGHT_EMBfinal_K30.json,LIGHT_EMBfinal_K30,0.13122674993682565,0.92,30,0
CTM,Base,Heavy,,30,Run1,CTM | Base | Heavy | K30 | Run1,ctm_topics_HEAVY_EMBfinal_K30.json,HEAVY_EMBfinal_K30,0.1308620687052488,0.93,30,0
CTM,Base,Light,,40,Run1,CTM | Base | Light | K40 | Run1,ctm_topics_LIGHT_EMBfinal_K40.json,LIGHT_EMBfinal_K40,0.11669298090645777,0.8975,40,0
CTM,Base,Heavy,,40,Run1,CTM | Base | Heavy | K40 | Run1,ctm_topics_HEAVY_EMBfinal_K40.json,HEAVY_EMBfinal_K40,0.13051183661257268,0.9225,40,0
CTM,Base,Light,,50,Run1,CTM | Base | Light | K50 | Run1,ctm_topics_LIGHT_EMBfinal_K50.json,LIGHT_EMBfinal_K50,0.10591080475067159,0.864,50,0
CTM,Base,Heavy,,50,Run1,CTM | Base | Heavy | K50 | Run1,ctm_topics_HEAVY_EMBfinal_K50.json,HEAVY_EMBfinal_K50,0.12060138161329663,0.888,50,0
CTM,Base,Light,,60,Run1,CTM | Base | Light | K60 | Run1,ctm_topics_LIGHT_EMBfinal_K60.json,LIGHT_EMBfinal_K60,0.10820835641559799,0.85,60,0
CTM,Base,Heavy,,60,Run1,CTM | Base | Heavy | K60 | Run1,ctm_topics_HEAVY_EMBfinal_K60.json,HEAVY_EMBfinal_K60,0.11359773975299273,0.865,60,0
CTM,Base,Light,,10,Run2,CTM | Base | Light | K10 | Run2,ctm_topics_LIGHT_EMBfinal2_K10.json,LIGHT_EMBfinal2_K10,0.11550688913958654,0.99,10,0
CTM,Base,Heavy,,10,Run2,CTM | Base | Heavy | K10 | Run2,ctm_topics_HEAVY_EMBfinal2_K10.json,HEAVY_EMBfinal2_K10,0.1221348643168136,0.99,10,0
CTM,Base,Light,,20,Run2,CTM | Base | Light | K20 | Run2,ctm_topics_LIGHT_EMBfinal2_K20.json,LIGHT_EMBfinal2_K20,0.13253928963275957,0.965,20,0
CTM,Base,Heavy,,20,Run2,CTM | Base | Heavy | K20 | Run2,ctm_topics_HEAVY_EMBfinal2_K20.json,HEAVY_EMBfinal2_K20,0.13266703915292494,0.965,20,0
CTM,Base,Light,,30,Run2,CTM | Base | Light | K30 | Run2,ctm_topics_LIGHT_EMBfinal2_K30.json,LIGHT_EMBfinal2_K30,0.129975298300295,0.94,30,0
CTM,Base,Heavy,,30,Run2,CTM | Base | Heavy | K30 | Run2,ctm_topics_HEAVY_EMBfinal2_K30.json,HEAVY_EMBfinal2_K30,0.1295342642931911,0.93,30,0
CTM,Base,Light,,40,Run2,CTM | Base | Light | K40 | Run2,ctm_topics_LIGHT_EMBfinal2_K40.json,LIGHT_EMBfinal2_K40,0.1337616229050072,0.8925,40,0
CTM,Base,Heavy,,40,Run2,CTM | Base | Heavy | K40 | Run2,ctm_topics_HEAVY_EMBfinal2_K40.json,HEAVY_EMBfinal2_K40,0.1211085527141961,0.895,40,0
CTM,Base,Light,,50,Run2,CTM | Base | Light | K50 | Run2,ctm_topics_LIGHT_EMBfinal2_K50.json,LIGHT_EMBfinal2_K50,0.11827699123292991,0.904,50,0
CTM,Base,Heavy,,50,Run2,CTM | Base | Heavy | K50 | Run2,ctm_topics_HEAVY_EMBfinal2_K50.json,HEAVY_EMBfinal2_K50,0.1173256138354875,0.898,50,0
CTM,Base,Light,,60,Run2,CTM | Base | Light | K60 | Run2,ctm_topics_LIGHT_EMBfinal2_K60.json,LIGHT_EMBfinal2_K60,0.11214591988310013,0.8666666666666667,60,0
CTM,Base,Heavy,,60,Run2,CTM | Base | Heavy | K60 | Run2,ctm_topics_HEAVY_EMBfinal2_K60.json,HEAVY_EMBfinal2_K60,0.11973854985220414,0.8566666666666667,60,0
CTM,Base,Light,,10,Run3,CTM | Base | Light | K10 | Run3,ctm_topics_LIGHT_EMBfinal3_K10.json,LIGHT_EMBfinal3_K10,0.1129192123442884,1.0,10,0
CTM,Base,Heavy,,10,Run3,CTM | Base | Heavy | K10 | Run3,ctm_topics_HEAVY_EMBfinal3_K10.json,HEAVY_EMBfinal3_K10,0.09664300209119361,0.99,10,0
CTM,Base,Light,,20,Run3,CTM | Base | Light | K20 | Run3,ctm_topics_LIGHT_EMBfinal3_K20.json,LIGHT_EMBfinal3_K20,0.13739007404233328,0.955,20,0
CTM,Base,Heavy,,20,Run3,CTM | Base | Heavy | K20 | Run3,ctm_topics_HEAVY_EMBfinal3_K20.json,HEAVY_EMBfinal3_K20,0.13650890019749765,0.975,20,0
CTM,Base,Light,,30,Run3,CTM | Base | Light | K30 | Run3,ctm_topics_LIGHT_EMBfinal3_K30.json,LIGHT_EMBfinal3_K30,0.14012693866673145,0.9366666666666666,30,0
CTM,Base,Heavy,,30,Run3,CTM | Base | Heavy | K30 | Run3,ctm_topics_HEAVY_EMBfinal3_K30.json,HEAVY_EMBfinal3_K30,0.12662976965628575,0.9333333333333333,30,0
CTM,Base,Light,,40,Run3,CTM | Base | Light | K40 | Run3,ctm_topics_LIGHT_EMBfinal3_K40.json,LIGHT_EMBfinal3_K40,0.12723805804383065,0.915,40,0
CTM,Base,Heavy,,40,Run3,CTM | Base | Heavy | K40 | Run3,ctm_topics_HEAVY_EMBfinal3_K40.json,HEAVY_EMBfinal3_K40,0.12979990413985806,0.915,40,0
CTM,Base,Light,,50,Run3,CTM | Base | Light | K50 | Run3,ctm_topics_LIGHT_EMBfinal3_K50.json,LIGHT_EMBfinal3_K50,0.11708548161415906,0.908,50,0
CTM,Base,Heavy,,50,Run3,CTM | Base | Heavy | K50 | Run3,ctm_topics_HEAVY_EMBfinal3_K50.json,HEAVY_EMBfinal3_K50,0.11695011986365983,0.886,50,0
CTM,Base,Light,,60,Run3,CTM | Base | Light | K60 | Run3,ctm_topics_LIGHT_EMBfinal3_K60.json,LIGHT_EMBfinal3_K60,0.11820013635060042,0.8766666666666667,60,0
CTM,Base,Heavy,,60,Run3,CTM | Base | Heavy | K60 | Run3,ctm_topics_HEAVY_EMBfinal3_K60.json,HEAVY_EMBfinal3_K60,0.11015606471660741,0.865,60,0
ETM,Base,Heavy,Vocab2000,10,Run1,ETM | Base | Heavy | Vocab2000 | K10 | Run1,etm_topics_HEAVY_final_VOCAB2000_K10.json,HEAVY_final_VOCAB2000_K10,0.08255941521860118,0.89,10,0
ETM,Base,Heavy,Vocab6000,10,Run1,ETM | Base | Heavy | Vocab6000 | K10 | Run1,etm_topics_HEAVY_final_VOCAB6000_K10.json,HEAVY_final_VOCAB6000_K10,0.061886487016934555,0.85,10,0
ETM,Base,Heavy,Vocab2000,20,Run1,ETM | Base | Heavy | Vocab2000 | K20 | Run1,etm_topics_HEAVY_final_VOCAB2000_K20.json,HEAVY_final_VOCAB2000_K20,0.07808565809880132,0.645,20,0
ETM,Base,Heavy,Vocab6000,20,Run1,ETM | Base | Heavy | Vocab6000 | K20 | Run1,etm_topics_HEAVY_final_VOCAB6000_K20.json,HEAVY_final_VOCAB6000_K20,0.07649676802668137,0.755,20,0
ETM,Base,Heavy,Vocab2000,30,Run1,ETM | Base | Heavy | Vocab2000 | K30 | Run1,etm_topics_HEAVY_final_VOCAB2000_K30.json,HEAVY_final_VOCAB2000_K30,0.06787962646503358,0.52,30,0
ETM,Base,Heavy,Vocab6000,30,Run1,ETM | Base | Heavy | Vocab6000 | K30 | Run1,etm_topics_HEAVY_final_VOCAB6000_K30.json,HEAVY_final_VOCAB6000_K30,0.05686904276943641,0.54,30,0
ETM,Base,Heavy,Vocab2000,40,Run1,ETM | Base | Heavy | Vocab2000 | K40 | Run1,etm_topics_HEAVY_final_VOCAB2000_K40.json,HEAVY_final_VOCAB2000_K40,0.0662718397575129,0.4,40,0
ETM,Base,Heavy,Vocab6000,40,Run1,ETM | Base | Heavy | Vocab6000 | K40 | Run1,etm_topics_HEAVY_final_VOCAB6000_K40.json,HEAVY_final_VOCAB6000_K40,0.060746454900785694,0.485,40,0
ETM,Base,Heavy,Vocab2000,50,Run1,ETM | Base | Heavy | Vocab2000 | K50 | Run1,etm_topics_HEAVY_final_VOCAB2000_K50.json,HEAVY_final_VOCAB2000_K50,0.06717146191713917,0.398,50,0
ETM,Base,Heavy,Vocab6000,50,Run1,ETM | Base | Heavy | Vocab6000 | K50 | Run1,etm_topics_HEAVY_final_VOCAB6000_K50.json,HEAVY_final_VOCAB6000_K50,0.05792135643026217,0.422,50,0
ETM,Base,Heavy,Vocab2000,60,Run1,ETM | Base | Heavy | Vocab2000 | K60 | Run1,etm_topics_HEAVY_final_VOCAB2000_K60.json,HEAVY_final_VOCAB2000_K60,0.05957399493732444,0.3,60,0
ETM,Base,Heavy,Vocab6000,60,Run1,ETM | Base | Heavy | Vocab6000 | K60 | Run1,etm_topics_HEAVY_final_VOCAB6000_K60.json,HEAVY_final_VOCAB6000_K60,0.050025728194802555,0.33666666666666667,60,0
ETM,Base,Heavy,Vocab2000,10,Run2,ETM | Base | Heavy | Vocab2000 | K10 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K10.json,HEAVY_final2_VOCAB2000_K10,0.08592718604421408,0.89,10,0
ETM,Base,Heavy,Vocab6000,10,Run2,ETM | Base | Heavy | Vocab6000 | K10 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K10.json,HEAVY_final2_VOCAB6000_K10,0.06471332308237907,0.86,10,0
ETM,Base,Heavy,Vocab2000,20,Run2,ETM | Base | Heavy | Vocab2000 | K20 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K20.json,HEAVY_final2_VOCAB2000_K20,0.09221349000003556,0.725,20,0
ETM,Base,Heavy,Vocab6000,20,Run2,ETM | Base | Heavy | Vocab6000 | K20 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K20.json,HEAVY_final2_VOCAB6000_K20,0.06941481694294774,0.725,20,0
ETM,Base,Heavy,Vocab2000,30,Run2,ETM | Base | Heavy | Vocab2000 | K30 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K30.json,HEAVY_final2_VOCAB2000_K30,0.07250085393533262,0.5333333333333333,30,0
ETM,Base,Heavy,Vocab6000,30,Run2,ETM | Base | Heavy | Vocab6000 | K30 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K30.json,HEAVY_final2_VOCAB6000_K30,0.06367131503767062,0.58,30,0
ETM,Base,Heavy,Vocab2000,40,Run2,ETM | Base | Heavy | Vocab2000 | K40 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K40.json,HEAVY_final2_VOCAB2000_K40,0.08078780829110647,0.4825,40,0
ETM,Base,Heavy,Vocab6000,40,Run2,ETM | Base | Heavy | Vocab6000 | K40 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K40.json,HEAVY_final2_VOCAB6000_K40,0.05493942741806316,0.4425,40,0
ETM,Base,Heavy,Vocab2000,50,Run2,ETM | Base | Heavy | Vocab2000 | K50 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K50.json,HEAVY_final2_VOCAB2000_K50,0.06823759112848717,0.354,50,0
ETM,Base,Heavy,Vocab6000,50,Run2,ETM | Base | Heavy | Vocab6000 | K50 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K50.json,HEAVY_final2_VOCAB6000_K50,0.05988337595272141,0.428,50,0
ETM,Base,Heavy,Vocab2000,60,Run2,ETM | Base | Heavy | Vocab2000 | K60 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K60.json,HEAVY_final2_VOCAB2000_K60,0.06503056059569243,0.31833333333333336,60,0
ETM,Base,Heavy,Vocab6000,60,Run2,ETM | Base | Heavy | Vocab6000 | K60 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K60.json,HEAVY_final2_VOCAB6000_K60,0.05635561334336128,0.36666666666666664,60,0
ETM,Base,Heavy,Vocab2000,10,Run3,ETM | Base | Heavy | Vocab2000 | K10 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K10.json,HEAVY_final3_VOCAB2000_K10,0.07256382923951268,0.92,10,0
ETM,Base,Heavy,Vocab6000,10,Run3,ETM | Base | Heavy | Vocab6000 | K10 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K10.json,HEAVY_final3_VOCAB6000_K10,0.0629407272641109,0.85,10,0
ETM,Base,Heavy,Vocab2000,20,Run3,ETM | Base | Heavy | Vocab2000 | K20 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K20.json,HEAVY_final3_VOCAB2000_K20,0.07835111377918563,0.685,20,0
ETM,Base,Heavy,Vocab6000,20,Run3,ETM | Base | Heavy | Vocab6000 | K20 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K20.json,HEAVY_final3_VOCAB6000_K20,0.07154431830162913,0.685,20,0
ETM,Base,Heavy,Vocab2000,30,Run3,ETM | Base | Heavy | Vocab2000 | K30 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K30.json,HEAVY_final3_VOCAB2000_K30,0.07273844180671654,0.5466666666666666,30,0
ETM,Base,Heavy,Vocab6000,30,Run3,ETM | Base | Heavy | Vocab6000 | K30 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K30.json,HEAVY_final3_VOCAB6000_K30,0.05328008199737897,0.5166666666666667,30,0
ETM,Base,Heavy,Vocab2000,40,Run3,ETM | Base | Heavy | Vocab2000 | K40 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K40.json,HEAVY_final3_VOCAB2000_K40,0.06026843322076074,0.44,40,0
ETM,Base,Heavy,Vocab6000,40,Run3,ETM | Base | Heavy | Vocab6000 | K40 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K40.json,HEAVY_final3_VOCAB6000_K40,0.04704398928954192,0.4275,40,0
ETM,Base,Heavy,Vocab2000,50,Run3,ETM | Base | Heavy | Vocab2000 | K50 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K50.json,HEAVY_final3_VOCAB2000_K50,0.06471691685582066,0.35,50,0
ETM,Base,Heavy,Vocab6000,50,Run3,ETM | Base | Heavy | Vocab6000 | K50 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K50.json,HEAVY_final3_VOCAB6000_K50,0.06485947391183884,0.43,50,0
ETM,Base,Heavy,Vocab2000,60,Run3,ETM | Base | Heavy | Vocab2000 | K60 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K60.json,HEAVY_final3_VOCAB2000_K60,0.06678875471051605,0.31833333333333336,60,0
ETM,Base,Heavy,Vocab6000,60,Run3,ETM | Base | Heavy | Vocab6000 | K60 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K60.json,HEAVY_final3_VOCAB6000_K60,0.056274884519503486,0.37333333333333335,60,0
LDA,Base,Heavy,Vocab2000,10,Run1,LDA | Base | Heavy | Vocab2000 | K10 | Run1,lda_topics_HEAVY_final_VOCAB2000_K10.json,HEAVY_final_VOCAB2000_K10,0.08286082811647143,0.88,10,0
LDA,Base,Heavy,Vocab2000,20,Run1,LDA | Base | Heavy | Vocab2000 | K20 | Run1,lda_topics_HEAVY_final_VOCAB2000_K20.json,HEAVY_final_VOCAB2000_K20,0.1074516890624175,0.9,20,0
LDA,Base,Heavy,Vocab2000,30,Run1,LDA | Base | Heavy | Vocab2000 | K30 | Run1,lda_topics_HEAVY_final_VOCAB2000_K30.json,HEAVY_final_VOCAB2000_K30,0.13514129440417058,0.8866666666666667,30,0
LDA,Base,Heavy,Vocab2000,40,Run1,LDA | Base | Heavy | Vocab2000 | K40 | Run1,lda_topics_HEAVY_final_VOCAB2000_K40.json,HEAVY_final_VOCAB2000_K40,0.11728036911314632,0.875,40,0
LDA,Base,Heavy,Vocab2000,50,Run1,LDA | Base | Heavy | Vocab2000 | K50 | Run1,lda_topics_HEAVY_final_VOCAB2000_K50.json,HEAVY_final_VOCAB2000_K50,0.12732617690501205,0.896,50,0
LDA,Base,Heavy,Vocab2000,60,Run1,LDA | Base | Heavy | Vocab2000 | K60 | Run1,lda_topics_HEAVY_final_VOCAB2000_K60.json,HEAVY_final_VOCAB2000_K60,0.11077340432998296,0.9133333333333333,60,0
LDA,Base,Heavy,Vocab2000,10,Run2,LDA | Base | Heavy | Vocab2000 | K10 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K10.json,HEAVY_final2_VOCAB2000_K10,0.08286082811647143,0.88,10,0
LDA,Base,Heavy,Vocab2000,20,Run2,LDA | Base | Heavy | Vocab2000 | K20 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K20.json,HEAVY_final2_VOCAB2000_K20,0.1074516890624175,0.9,20,0
LDA,Base,Heavy,Vocab2000,30,Run2,LDA | Base | Heavy | Vocab2000 | K30 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K30.json,HEAVY_final2_VOCAB2000_K30,0.13514129440417058,0.8866666666666667,30,0
LDA,Base,Heavy,Vocab2000,40,Run2,LDA | Base | Heavy | Vocab2000 | K40 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K40.json,HEAVY_final2_VOCAB2000_K40,0.11728036911314632,0.875,40,0
LDA,Base,Heavy,Vocab2000,50,Run2,LDA | Base | Heavy | Vocab2000 | K50 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K50.json,HEAVY_final2_VOCAB2000_K50,0.12732617690501205,0.896,50,0
LDA,Base,Heavy,Vocab2000,60,Run2,LDA | Base | Heavy | Vocab2000 | K60 | Run2,lda_topics_HEAVY_final2_VOCAB2000_K60.json,HEAVY_final2_VOCAB2000_K60,0.11077340432998296,0.9133333333333333,60,0
LDA,Base,Heavy,Vocab2000,10,Run3,LDA | Base | Heavy | Vocab2000 | K10 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K10.json,HEAVY_final3_VOCAB2000_K10,0.08286082811647143,0.88,10,0
LDA,Base,Heavy,Vocab2000,20,Run3,LDA | Base | Heavy | Vocab2000 | K20 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K20.json,HEAVY_final3_VOCAB2000_K20,0.1074516890624175,0.9,20,0
LDA,Base,Heavy,Vocab2000,30,Run3,LDA | Base | Heavy | Vocab2000 | K30 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K30.json,HEAVY_final3_VOCAB2000_K30,0.13514129440417058,0.8866666666666667,30,0
LDA,Base,Heavy,Vocab2000,40,Run3,LDA | Base | Heavy | Vocab2000 | K40 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K40.json,HEAVY_final3_VOCAB2000_K40,0.11728036911314632,0.875,40,0
LDA,Base,Heavy,Vocab2000,50,Run3,LDA | Base | Heavy | Vocab2000 | K50 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K50.json,HEAVY_final3_VOCAB2000_K50,0.12732617690501205,0.896,50,0
LDA,Base,Heavy,Vocab2000,60,Run3,LDA | Base | Heavy | Vocab2000 | K60 | Run3,lda_topics_HEAVY_final3_VOCAB2000_K60.json,HEAVY_final3_VOCAB2000_K60,0.11077340432998296,0.9133333333333333,60,0
