Model,Variant,Embedding,Vocab,K,Repeat,Experiment,Source_File,Timing_Run_Name,NPMI,Diversity,Valid_Topics,Dropped_Topics
BERTopic,Base fullK,Heavy,,40,Run3,BERTopic | Base fullK | Heavy | K40 | Run3,bertopic_topics_HEAVY_EMBfinal3_fullK40.json,HEAVY_EMBfinal3_K40,0.13217173678383076,0.8810810810810811,37,2
BERTopic,Base fullK,Light,,50,Run3,BERTopic | Base fullK | Light | K50 | Run3,bertopic_topics_LIGHT_EMBfinal3_fullK50.json,LIGHT_EMBfinal3_K50,0.13685555790129833,0.8276595744680851,47,2
BERTopic,Base fullK,Heavy,,50,Run3,BERTopic | Base fullK | Heavy | K50 | Run3,bertopic_topics_HEAVY_EMBfinal3_fullK50.json,HEAVY_EMBfinal3_K50,0.17255346296216997,0.8354166666666667,48,1
BERTopic,Base fullK,Light,,60,Run3,BERTopic | Base fullK | Light | K60 | Run3,bertopic_topics_LIGHT_EMBfinal3_fullK60.json,LIGHT_EMBfinal3_K60,0.13829278144882787,0.7983050847457627,59,0
BERTopic,Base fullK,Heavy,,60,Run3,BERTopic | Base fullK | Heavy | K60 | Run3,bertopic_topics_HEAVY_EMBfinal3_fullK60.json,HEAVY_EMBfinal3_K60,0.17800608272711252,0.8293103448275863,58,1
BERTopic,NoiseParams fullK,Light,,10,Run1,BERTopic | NoiseParams fullK | Light | K10 | Run1,bertopic_topics_LIGHT_EMBfinal_noiseparams_fullK10.json,LIGHT_EMBfinal_noiseparams_K10,0.11538161679330823,0.9555555555555556,9,0
BERTopic,NoiseParams fullK,Heavy,,10,Run1,BERTopic | NoiseParams fullK | Heavy | K10 | Run1,bertopic_topics_HEAVY_EMBfinal_noiseparams_fullK10.json,HEAVY_EMBfinal_noiseparams_K10,0.11809311005946295,0.92,10,0
BERTopic,NoiseParams fullK,Light,,20,Run1,BERTopic | NoiseParams fullK | Light | K20 | Run1,bertopic_topics_LIGHT_EMBfinal_noiseparams_fullK20.json,LIGHT_EMBfinal_noiseparams_K20,0.15932738870249463,0.95,18,2
BERTopic,NoiseParams fullK,Heavy,,20,Run1,BERTopic | NoiseParams fullK | Heavy | K20 | Run1,bertopic_topics_HEAVY_EMBfinal_noiseparams_fullK20.json,HEAVY_EMBfinal_noiseparams_K20,0.11045424593114106,0.87,20,0
BERTopic,NoiseParams fullK,Light,,30,Run1,BERTopic | NoiseParams fullK | Light | K30 | Run1,bertopic_topics_LIGHT_EMBfinal_noiseparams_fullK30.json,LIGHT_EMBfinal_noiseparams_K30,0.12492124669360344,0.8931034482758621,29,0
