Model,Variant,Embedding,Vocab,K,Repeat,Experiment,Source_File,Timing_Run_Name,NPMI,Diversity,Valid_Topics,Dropped_Topics,Runtime_Seconds,Runtime_Minutes,Runtime_Log_Entries,Timing_Run_Names
BERTopic,Reassignment fullK,Heavy,,40,Run1,BERTopic | Reassignment fullK | Heavy | K40 | Run1,bertopic_topics_HEAVY_EMBfinal_reassignment_fullK40.json,HEAVY_EMBfinal_reassignment_K40,0.1272631362587276,0.8282051282051283,39,1,160.72,2.68,1,HEAVY_EMBfinal_reassignment_fullK40
BERTopic,Reassignment fullK,Light,,50,Run1,BERTopic | Reassignment fullK | Light | K50 | Run1,bertopic_topics_LIGHT_EMBfinal_reassignment_fullK50.json,LIGHT_EMBfinal_reassignment_K50,0.1502277516044399,0.806,50,0,211.58,3.53,1,LIGHT_EMBfinal_reassignment_fullK50
BERTopic,Reassignment fullK,Heavy,,50,Run1,BERTopic | Reassignment fullK | Heavy | K50 | Run1,bertopic_topics_HEAVY_EMBfinal_reassignment_fullK50.json,HEAVY_EMBfinal_reassignment_K50,0.1149628212599531,0.7816326530612245,49,1,169.14,2.82,1,HEAVY_EMBfinal_reassignment_fullK50
BERTopic,Reassignment fullK,Light,,60,Run1,BERTopic | Reassignment fullK | Light | K60 | Run1,bertopic_topics_LIGHT_EMBfinal_reassignment_fullK60.json,LIGHT_EMBfinal_reassignment_K60,0.1400279633128291,0.7258620689655172,58,0,211.62,3.53,1,LIGHT_EMBfinal_reassignment_fullK60
BERTopic,Reassignment fullK,Heavy,,60,Run1,BERTopic | Reassignment fullK | Heavy | K60 | Run1,bertopic_topics_HEAVY_EMBfinal_reassignment_fullK60.json,HEAVY_EMBfinal_reassignment_K60,0.1814084919770479,0.7586206896551724,58,2,172.3,2.87,1,HEAVY_EMBfinal_reassignment_fullK60
BERTopic,Reassignment fullK,Light,,10,Run2,BERTopic | Reassignment fullK | Light | K10 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK10.json,LIGHT_EMBfinal2_reassignment_K10,0.099657192470119,0.92,10,0,188.19,3.14,1,LIGHT_EMBfinal2_reassignment_fullK10
BERTopic,Reassignment fullK,Heavy,,10,Run2,BERTopic | Reassignment fullK | Heavy | K10 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK10.json,HEAVY_EMBfinal2_reassignment_K10,0.1526485008517998,0.9555555555555556,9,1,138.76,2.31,1,HEAVY_EMBfinal2_reassignment_fullK10
BERTopic,Reassignment fullK,Light,,20,Run2,BERTopic | Reassignment fullK | Light | K20 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK20.json,LIGHT_EMBfinal2_reassignment_K20,0.1462904202927628,0.86,20,0,192.0,3.2,1,LIGHT_EMBfinal2_reassignment_fullK20
BERTopic,Reassignment fullK,Heavy,,20,Run2,BERTopic | Reassignment fullK | Heavy | K20 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK20.json,HEAVY_EMBfinal2_reassignment_K20,0.1243685247301149,0.905,20,0,153.57,2.56,1,HEAVY_EMBfinal2_reassignment_fullK20
BERTopic,Reassignment fullK,Light,,30,Run2,BERTopic | Reassignment fullK | Light | K30 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK30.json,LIGHT_EMBfinal2_reassignment_K30,0.1484213134718424,0.8633333333333333,30,0,204.29,3.4,1,LIGHT_EMBfinal2_reassignment_fullK30
BERTopic,Reassignment fullK,Heavy,,30,Run2,BERTopic | Reassignment fullK | Heavy | K30 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK30.json,HEAVY_EMBfinal2_reassignment_K30,0.1043654801264186,0.8366666666666667,30,0,163.39,2.72,1,HEAVY_EMBfinal2_reassignment_fullK30
BERTopic,Reassignment fullK,Light,,40,Run2,BERTopic | Reassignment fullK | Light | K40 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK40.json,LIGHT_EMBfinal2_reassignment_K40,0.1419923553208235,0.8075,40,0,194.41,3.24,1,LIGHT_EMBfinal2_reassignment_fullK40
BERTopic,Reassignment fullK,Heavy,,40,Run2,BERTopic | Reassignment fullK | Heavy | K40 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK40.json,HEAVY_EMBfinal2_reassignment_K40,0.1341455631121731,0.83,40,0,150.87,2.51,1,HEAVY_EMBfinal2_reassignment_fullK40
BERTopic,Reassignment fullK,Light,,50,Run2,BERTopic | Reassignment fullK | Light | K50 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK50.json,LIGHT_EMBfinal2_reassignment_K50,0.1515212124080961,0.7816326530612245,49,0,223.8,3.73,1,LIGHT_EMBfinal2_reassignment_fullK50
BERTopic,Reassignment fullK,Heavy,,50,Run2,BERTopic | Reassignment fullK | Heavy | K50 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK50.json,HEAVY_EMBfinal2_reassignment_K50,0.1127068793034109,0.81875,48,2,169.31,2.82,1,HEAVY_EMBfinal2_reassignment_fullK50
BERTopic,Reassignment fullK,Light,,60,Run2,BERTopic | Reassignment fullK | Light | K60 | Run2,bertopic_topics_LIGHT_EMBfinal2_reassignment_fullK60.json,LIGHT_EMBfinal2_reassignment_K60,0.1357343512421651,0.7711864406779662,59,1,213.15,3.55,1,LIGHT_EMBfinal2_reassignment_fullK60
BERTopic,Reassignment fullK,Heavy,,60,Run2,BERTopic | Reassignment fullK | Heavy | K60 | Run2,bertopic_topics_HEAVY_EMBfinal2_reassignment_fullK60.json,HEAVY_EMBfinal2_reassignment_K60,0.142874208828282,0.7637931034482759,58,2,153.34,2.56,1,HEAVY_EMBfinal2_reassignment_fullK60
BERTopic,Reassignment fullK,Light,,10,Run3,BERTopic | Reassignment fullK | Light | K10 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK10.json,LIGHT_EMBfinal3_reassignment_K10,0.1342055768637139,0.94,10,0,189.07,3.15,1,LIGHT_EMBfinal3_reassignment_fullK10
BERTopic,Reassignment fullK,Heavy,,10,Run3,BERTopic | Reassignment fullK | Heavy | K10 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK10.json,HEAVY_EMBfinal3_reassignment_K10,0.1254304796260006,0.93,10,0,144.22,2.4,1,HEAVY_EMBfinal3_reassignment_fullK10
BERTopic,Reassignment fullK,Light,,20,Run3,BERTopic | Reassignment fullK | Light | K20 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK20.json,LIGHT_EMBfinal3_reassignment_K20,0.1705943640791452,0.91,20,0,208.84,3.48,1,LIGHT_EMBfinal3_reassignment_fullK20
BERTopic,Reassignment fullK,Heavy,,20,Run3,BERTopic | Reassignment fullK | Heavy | K20 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK20.json,HEAVY_EMBfinal3_reassignment_K20,0.1617092746024807,0.9052631578947368,19,1,153.34,2.56,1,HEAVY_EMBfinal3_reassignment_fullK20
BERTopic,Reassignment fullK,Light,,30,Run3,BERTopic | Reassignment fullK | Light | K30 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK30.json,LIGHT_EMBfinal3_reassignment_K30,0.1410332540541762,0.8266666666666667,30,0,196.28,3.27,1,LIGHT_EMBfinal3_reassignment_fullK30
BERTopic,Reassignment fullK,Heavy,,30,Run3,BERTopic | Reassignment fullK | Heavy | K30 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK30.json,HEAVY_EMBfinal3_reassignment_K30,0.1740883931904944,0.8428571428571429,28,2,149.01,2.48,1,HEAVY_EMBfinal3_reassignment_fullK30
BERTopic,Reassignment fullK,Light,,40,Run3,BERTopic | Reassignment fullK | Light | K40 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK40.json,LIGHT_EMBfinal3_reassignment_K40,0.1537100696699144,0.7974358974358975,39,0,203.24,3.39,1,LIGHT_EMBfinal3_reassignment_fullK40
BERTopic,Reassignment fullK,Heavy,,40,Run3,BERTopic | Reassignment fullK | Heavy | K40 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK40.json,HEAVY_EMBfinal3_reassignment_K40,0.1745864865327753,0.8236842105263158,38,2,156.34,2.61,1,HEAVY_EMBfinal3_reassignment_fullK40
BERTopic,Reassignment fullK,Light,,50,Run3,BERTopic | Reassignment fullK | Light | K50 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK50.json,LIGHT_EMBfinal3_reassignment_K50,0.140583412193161,0.7612244897959184,49,0,216.16,3.6,1,LIGHT_EMBfinal3_reassignment_fullK50
BERTopic,Reassignment fullK,Heavy,,50,Run3,BERTopic | Reassignment fullK | Heavy | K50 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK50.json,HEAVY_EMBfinal3_reassignment_K50,0.1100232154727186,0.8625,48,1,154.05,2.57,1,HEAVY_EMBfinal3_reassignment_fullK50
BERTopic,Reassignment fullK,Light,,60,Run3,BERTopic | Reassignment fullK | Light | K60 | Run3,bertopic_topics_LIGHT_EMBfinal3_reassignment_fullK60.json,LIGHT_EMBfinal3_reassignment_K60,0.1468049788551337,0.7542372881355932,59,0,211.09,3.52,1,LIGHT_EMBfinal3_reassignment_fullK60
BERTopic,Reassignment fullK,Heavy,,60,Run3,BERTopic | Reassignment fullK | Heavy | K60 | Run3,bertopic_topics_HEAVY_EMBfinal3_reassignment_fullK60.json,HEAVY_EMBfinal3_reassignment_K60,0.1786733019220729,0.7448275862068966,58,2,165.31,2.76,1,HEAVY_EMBfinal3_reassignment_fullK60
CTM,Base,Light,,10,Run1,CTM | Base | Light | K10 | Run1,ctm_topics_LIGHT_EMBfinal_K10.json,LIGHT_EMBfinal_K10,0.0991169807624562,0.99,10,0,1513.49,25.22,1,LIGHT_EMBfinal_K10
CTM,Base,Heavy,,10,Run1,CTM | Base | Heavy | K10 | Run1,ctm_topics_HEAVY_EMBfinal_K10.json,HEAVY_EMBfinal_K10,0.1134888836802267,0.99,10,0,1505.03,25.08,1,HEAVY_EMBfinal_K10
CTM,Base,Light,,20,Run1,CTM | Base | Light | K20 | Run1,ctm_topics_LIGHT_EMBfinal_K20.json,LIGHT_EMBfinal_K20,0.1476128445680633,0.96,20,0,1503.52,25.06,1,LIGHT_EMBfinal_K20
CTM,Base,Heavy,,20,Run1,CTM | Base | Heavy | K20 | Run1,ctm_topics_HEAVY_EMBfinal_K20.json,HEAVY_EMBfinal_K20,0.1456982592907335,0.97,20,0,1518.04,25.3,1,HEAVY_EMBfinal_K20
CTM,Base,Light,,30,Run1,CTM | Base | Light | K30 | Run1,ctm_topics_LIGHT_EMBfinal_K30.json,LIGHT_EMBfinal_K30,0.1312267499368256,0.92,30,0,1520.47,25.34,1,LIGHT_EMBfinal_K30
CTM,Base,Heavy,,30,Run1,CTM | Base | Heavy | K30 | Run1,ctm_topics_HEAVY_EMBfinal_K30.json,HEAVY_EMBfinal_K30,0.1308620687052488,0.93,30,0,1524.57,25.41,1,HEAVY_EMBfinal_K30
CTM,Base,Light,,40,Run1,CTM | Base | Light | K40 | Run1,ctm_topics_LIGHT_EMBfinal_K40.json,LIGHT_EMBfinal_K40,0.1166929809064577,0.8975,40,0,1516.4,25.27,1,LIGHT_EMBfinal_K40
CTM,Base,Heavy,,40,Run1,CTM | Base | Heavy | K40 | Run1,ctm_topics_HEAVY_EMBfinal_K40.json,HEAVY_EMBfinal_K40,0.1305118366125726,0.9225,40,0,1520.43,25.34,1,HEAVY_EMBfinal_K40
CTM,Base,Light,,50,Run1,CTM | Base | Light | K50 | Run1,ctm_topics_LIGHT_EMBfinal_K50.json,LIGHT_EMBfinal_K50,0.1059108047506715,0.864,50,0,1517.75,25.3,1,LIGHT_EMBfinal_K50
CTM,Base,Heavy,,50,Run1,CTM | Base | Heavy | K50 | Run1,ctm_topics_HEAVY_EMBfinal_K50.json,HEAVY_EMBfinal_K50,0.1206013816132966,0.888,50,0,1530.86,25.51,1,HEAVY_EMBfinal_K50
CTM,Base,Light,,60,Run1,CTM | Base | Light | K60 | Run1,ctm_topics_LIGHT_EMBfinal_K60.json,LIGHT_EMBfinal_K60,0.1082083564155979,0.85,60,0,1538.0,25.63,1,LIGHT_EMBfinal_K60
CTM,Base,Heavy,,60,Run1,CTM | Base | Heavy | K60 | Run1,ctm_topics_HEAVY_EMBfinal_K60.json,HEAVY_EMBfinal_K60,0.1135977397529927,0.865,60,0,1530.65,25.51,1,HEAVY_EMBfinal_K60
CTM,Base,Light,,10,Run2,CTM | Base | Light | K10 | Run2,ctm_topics_LIGHT_EMBfinal2_K10.json,LIGHT_EMBfinal2_K10,0.1155068891395865,0.99,10,0,1587.38,26.46,1,LIGHT_EMBfinal2_K10
CTM,Base,Heavy,,10,Run2,CTM | Base | Heavy | K10 | Run2,ctm_topics_HEAVY_EMBfinal2_K10.json,HEAVY_EMBfinal2_K10,0.1221348643168136,0.99,10,0,1605.4,26.76,1,HEAVY_EMBfinal2_K10
CTM,Base,Light,,20,Run2,CTM | Base | Light | K20 | Run2,ctm_topics_LIGHT_EMBfinal2_K20.json,LIGHT_EMBfinal2_K20,0.1325392896327595,0.965,20,0,1431.1,23.85,1,LIGHT_EMBfinal2_K20
CTM,Base,Heavy,,20,Run2,CTM | Base | Heavy | K20 | Run2,ctm_topics_HEAVY_EMBfinal2_K20.json,HEAVY_EMBfinal2_K20,0.1326670391529249,0.965,20,0,1426.04,23.77,1,HEAVY_EMBfinal2_K20
CTM,Base,Light,,30,Run2,CTM | Base | Light | K30 | Run2,ctm_topics_LIGHT_EMBfinal2_K30.json,LIGHT_EMBfinal2_K30,0.129975298300295,0.94,30,0,1582.98,26.38,1,LIGHT_EMBfinal2_K30
CTM,Base,Heavy,,30,Run2,CTM | Base | Heavy | K30 | Run2,ctm_topics_HEAVY_EMBfinal2_K30.json,HEAVY_EMBfinal2_K30,0.1295342642931911,0.93,30,0,1448.56,24.14,1,HEAVY_EMBfinal2_K30
CTM,Base,Light,,40,Run2,CTM | Base | Light | K40 | Run2,ctm_topics_LIGHT_EMBfinal2_K40.json,LIGHT_EMBfinal2_K40,0.1337616229050072,0.8925,40,0,1431.72,23.86,1,LIGHT_EMBfinal2_K40
CTM,Base,Heavy,,40,Run2,CTM | Base | Heavy | K40 | Run2,ctm_topics_HEAVY_EMBfinal2_K40.json,HEAVY_EMBfinal2_K40,0.1211085527141961,0.895,40,0,1433.91,23.9,1,HEAVY_EMBfinal2_K40
CTM,Base,Light,,50,Run2,CTM | Base | Light | K50 | Run2,ctm_topics_LIGHT_EMBfinal2_K50.json,LIGHT_EMBfinal2_K50,0.1182769912329299,0.904,50,0,1565.35,26.09,1,LIGHT_EMBfinal2_K50
CTM,Base,Heavy,,50,Run2,CTM | Base | Heavy | K50 | Run2,ctm_topics_HEAVY_EMBfinal2_K50.json,HEAVY_EMBfinal2_K50,0.1173256138354875,0.898,50,0,1476.89,24.61,1,HEAVY_EMBfinal2_K50
CTM,Base,Light,,60,Run2,CTM | Base | Light | K60 | Run2,ctm_topics_LIGHT_EMBfinal2_K60.json,LIGHT_EMBfinal2_K60,0.1121459198831001,0.8666666666666667,60,0,1457.67,24.29,1,LIGHT_EMBfinal2_K60
CTM,Base,Heavy,,60,Run2,CTM | Base | Heavy | K60 | Run2,ctm_topics_HEAVY_EMBfinal2_K60.json,HEAVY_EMBfinal2_K60,0.1197385498522041,0.8566666666666667,60,0,1492.03,24.87,1,HEAVY_EMBfinal2_K60
CTM,Base,Light,,10,Run3,CTM | Base | Light | K10 | Run3,ctm_topics_LIGHT_EMBfinal3_K10.json,LIGHT_EMBfinal3_K10,0.1129192123442884,1.0,10,0,1499.8,25.0,1,LIGHT_EMBfinal3_K10
CTM,Base,Heavy,,10,Run3,CTM | Base | Heavy | K10 | Run3,ctm_topics_HEAVY_EMBfinal3_K10.json,HEAVY_EMBfinal3_K10,0.0966430020911936,0.99,10,0,1429.53,23.83,1,HEAVY_EMBfinal3_K10
CTM,Base,Light,,20,Run3,CTM | Base | Light | K20 | Run3,ctm_topics_LIGHT_EMBfinal3_K20.json,LIGHT_EMBfinal3_K20,0.1373900740423332,0.955,20,0,1505.69,25.09,1,LIGHT_EMBfinal3_K20
CTM,Base,Heavy,,20,Run3,CTM | Base | Heavy | K20 | Run3,ctm_topics_HEAVY_EMBfinal3_K20.json,HEAVY_EMBfinal3_K20,0.1365089001974976,0.975,20,0,1547.94,25.8,1,HEAVY_EMBfinal3_K20
CTM,Base,Light,,30,Run3,CTM | Base | Light | K30 | Run3,ctm_topics_LIGHT_EMBfinal3_K30.json,LIGHT_EMBfinal3_K30,0.1401269386667314,0.9366666666666666,30,0,1437.83,23.96,1,LIGHT_EMBfinal3_K30
CTM,Base,Heavy,,30,Run3,CTM | Base | Heavy | K30 | Run3,ctm_topics_HEAVY_EMBfinal3_K30.json,HEAVY_EMBfinal3_K30,0.1266297696562857,0.9333333333333332,30,0,1437.1,23.95,1,HEAVY_EMBfinal3_K30
CTM,Base,Light,,40,Run3,CTM | Base | Light | K40 | Run3,ctm_topics_LIGHT_EMBfinal3_K40.json,LIGHT_EMBfinal3_K40,0.1272380580438306,0.915,40,0,1444.47,24.07,1,LIGHT_EMBfinal3_K40
CTM,Base,Heavy,,40,Run3,CTM | Base | Heavy | K40 | Run3,ctm_topics_HEAVY_EMBfinal3_K40.json,HEAVY_EMBfinal3_K40,0.129799904139858,0.915,40,0,1510.82,25.18,1,HEAVY_EMBfinal3_K40
CTM,Base,Light,,50,Run3,CTM | Base | Light | K50 | Run3,ctm_topics_LIGHT_EMBfinal3_K50.json,LIGHT_EMBfinal3_K50,0.117085481614159,0.908,50,0,1503.69,25.06,1,LIGHT_EMBfinal3_K50
CTM,Base,Heavy,,50,Run3,CTM | Base | Heavy | K50 | Run3,ctm_topics_HEAVY_EMBfinal3_K50.json,HEAVY_EMBfinal3_K50,0.1169501198636598,0.886,50,0,1500.36,25.01,1,HEAVY_EMBfinal3_K50
CTM,Base,Light,,60,Run3,CTM | Base | Light | K60 | Run3,ctm_topics_LIGHT_EMBfinal3_K60.json,LIGHT_EMBfinal3_K60,0.1182001363506004,0.8766666666666667,60,0,1455.55,24.26,1,LIGHT_EMBfinal3_K60
CTM,Base,Heavy,,60,Run3,CTM | Base | Heavy | K60 | Run3,ctm_topics_HEAVY_EMBfinal3_K60.json,HEAVY_EMBfinal3_K60,0.1101560647166074,0.865,60,0,1446.11,24.1,1,HEAVY_EMBfinal3_K60
ETM,Base,Heavy,Vocab2000,10,Run1,ETM | Base | Heavy | Vocab2000 | K10 | Run1,etm_topics_HEAVY_final_VOCAB2000_K10.json,HEAVY_final_VOCAB2000_K10,0.0825594152186011,0.89,10,0,399.83,6.66,1,HEAVY_final_VOCAB2000_K10
ETM,Base,Heavy,Vocab6000,10,Run1,ETM | Base | Heavy | Vocab6000 | K10 | Run1,etm_topics_HEAVY_final_VOCAB6000_K10.json,HEAVY_final_VOCAB6000_K10,0.0618864870169345,0.85,10,0,738.54,12.31,1,HEAVY_final_VOCAB6000_K10
ETM,Base,Heavy,Vocab2000,20,Run1,ETM | Base | Heavy | Vocab2000 | K20 | Run1,etm_topics_HEAVY_final_VOCAB2000_K20.json,HEAVY_final_VOCAB2000_K20,0.0780856580988013,0.645,20,0,405.84,6.76,1,HEAVY_final_VOCAB2000_K20
ETM,Base,Heavy,Vocab6000,20,Run1,ETM | Base | Heavy | Vocab6000 | K20 | Run1,etm_topics_HEAVY_final_VOCAB6000_K20.json,HEAVY_final_VOCAB6000_K20,0.0764967680266813,0.755,20,0,560.34,9.34,1,HEAVY_final_VOCAB6000_K20
ETM,Base,Heavy,Vocab2000,30,Run1,ETM | Base | Heavy | Vocab2000 | K30 | Run1,etm_topics_HEAVY_final_VOCAB2000_K30.json,HEAVY_final_VOCAB2000_K30,0.0678796264650335,0.52,30,0,418.31,6.97,1,HEAVY_final_VOCAB2000_K30
ETM,Base,Heavy,Vocab6000,30,Run1,ETM | Base | Heavy | Vocab6000 | K30 | Run1,etm_topics_HEAVY_final_VOCAB6000_K30.json,HEAVY_final_VOCAB6000_K30,0.0568690427694364,0.54,30,0,592.96,9.88,1,HEAVY_final_VOCAB6000_K30
ETM,Base,Heavy,Vocab2000,40,Run1,ETM | Base | Heavy | Vocab2000 | K40 | Run1,etm_topics_HEAVY_final_VOCAB2000_K40.json,HEAVY_final_VOCAB2000_K40,0.0662718397575129,0.4,40,0,431.13,7.19,1,HEAVY_final_VOCAB2000_K40
ETM,Base,Heavy,Vocab6000,40,Run1,ETM | Base | Heavy | Vocab6000 | K40 | Run1,etm_topics_HEAVY_final_VOCAB6000_K40.json,HEAVY_final_VOCAB6000_K40,0.0607464549007856,0.485,40,0,581.3,9.69,1,HEAVY_final_VOCAB6000_K40
ETM,Base,Heavy,Vocab2000,50,Run1,ETM | Base | Heavy | Vocab2000 | K50 | Run1,etm_topics_HEAVY_final_VOCAB2000_K50.json,HEAVY_final_VOCAB2000_K50,0.0671714619171391,0.398,50,0,424.8,7.08,1,HEAVY_final_VOCAB2000_K50
ETM,Base,Heavy,Vocab6000,50,Run1,ETM | Base | Heavy | Vocab6000 | K50 | Run1,etm_topics_HEAVY_final_VOCAB6000_K50.json,HEAVY_final_VOCAB6000_K50,0.0579213564302621,0.422,50,0,755.61,12.59,1,HEAVY_final_VOCAB6000_K50
ETM,Base,Heavy,Vocab2000,60,Run1,ETM | Base | Heavy | Vocab2000 | K60 | Run1,etm_topics_HEAVY_final_VOCAB2000_K60.json,HEAVY_final_VOCAB2000_K60,0.0595739949373244,0.3,60,0,420.46,7.01,1,HEAVY_final_VOCAB2000_K60
ETM,Base,Heavy,Vocab6000,60,Run1,ETM | Base | Heavy | Vocab6000 | K60 | Run1,etm_topics_HEAVY_final_VOCAB6000_K60.json,HEAVY_final_VOCAB6000_K60,0.0500257281948025,0.3366666666666666,60,0,750.3,12.51,1,HEAVY_final_VOCAB6000_K60
ETM,Base,Heavy,Vocab2000,10,Run2,ETM | Base | Heavy | Vocab2000 | K10 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K10.json,HEAVY_final2_VOCAB2000_K10,0.085927186044214,0.89,10,0,446.4,7.44,1,HEAVY_final2_VOCAB2000_K10
ETM,Base,Heavy,Vocab6000,10,Run2,ETM | Base | Heavy | Vocab6000 | K10 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K10.json,HEAVY_final2_VOCAB6000_K10,0.064713323082379,0.86,10,0,589.68,9.83,1,HEAVY_final2_VOCAB6000_K10
ETM,Base,Heavy,Vocab2000,20,Run2,ETM | Base | Heavy | Vocab2000 | K20 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K20.json,HEAVY_final2_VOCAB2000_K20,0.0922134900000355,0.725,20,0,454.96,7.58,1,HEAVY_final2_VOCAB2000_K20
ETM,Base,Heavy,Vocab6000,20,Run2,ETM | Base | Heavy | Vocab6000 | K20 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K20.json,HEAVY_final2_VOCAB6000_K20,0.0694148169429477,0.725,20,0,559.88,9.33,1,HEAVY_final2_VOCAB6000_K20
ETM,Base,Heavy,Vocab2000,30,Run2,ETM | Base | Heavy | Vocab2000 | K30 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K30.json,HEAVY_final2_VOCAB2000_K30,0.0725008539353326,0.5333333333333333,30,0,447.45,7.46,1,HEAVY_final2_VOCAB2000_K30
ETM,Base,Heavy,Vocab6000,30,Run2,ETM | Base | Heavy | Vocab6000 | K30 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K30.json,HEAVY_final2_VOCAB6000_K30,0.0636713150376706,0.58,30,0,545.78,9.1,1,HEAVY_final2_VOCAB6000_K30
ETM,Base,Heavy,Vocab2000,40,Run2,ETM | Base | Heavy | Vocab2000 | K40 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K40.json,HEAVY_final2_VOCAB2000_K40,0.0807878082911064,0.4825,40,0,432.56,7.21,1,HEAVY_final2_VOCAB2000_K40
ETM,Base,Heavy,Vocab6000,40,Run2,ETM | Base | Heavy | Vocab6000 | K40 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K40.json,HEAVY_final2_VOCAB6000_K40,0.0549394274180631,0.4425,40,0,517.27,8.62,1,HEAVY_final2_VOCAB6000_K40
ETM,Base,Heavy,Vocab2000,50,Run2,ETM | Base | Heavy | Vocab2000 | K50 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K50.json,HEAVY_final2_VOCAB2000_K50,0.0682375911284871,0.354,50,0,433.72,7.23,1,HEAVY_final2_VOCAB2000_K50
ETM,Base,Heavy,Vocab6000,50,Run2,ETM | Base | Heavy | Vocab6000 | K50 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K50.json,HEAVY_final2_VOCAB6000_K50,0.0598833759527214,0.428,50,0,545.21,9.09,1,HEAVY_final2_VOCAB6000_K50
ETM,Base,Heavy,Vocab2000,60,Run2,ETM | Base | Heavy | Vocab2000 | K60 | Run2,etm_topics_HEAVY_final2_VOCAB2000_K60.json,HEAVY_final2_VOCAB2000_K60,0.0650305605956924,0.3183333333333333,60,0,425.37,7.09,1,HEAVY_final2_VOCAB2000_K60
ETM,Base,Heavy,Vocab6000,60,Run2,ETM | Base | Heavy | Vocab6000 | K60 | Run2,etm_topics_HEAVY_final2_VOCAB6000_K60.json,HEAVY_final2_VOCAB6000_K60,0.0563556133433612,0.3666666666666666,60,0,551.44,9.19,1,HEAVY_final2_VOCAB6000_K60
ETM,Base,Heavy,Vocab2000,10,Run3,ETM | Base | Heavy | Vocab2000 | K10 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K10.json,HEAVY_final3_VOCAB2000_K10,0.0725638292395126,0.92,10,0,443.96,7.4,1,HEAVY_final3_VOCAB2000_K10
ETM,Base,Heavy,Vocab6000,10,Run3,ETM | Base | Heavy | Vocab6000 | K10 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K10.json,HEAVY_final3_VOCAB6000_K10,0.0629407272641109,0.85,10,0,531.76,8.86,1,HEAVY_final3_VOCAB6000_K10
ETM,Base,Heavy,Vocab2000,20,Run3,ETM | Base | Heavy | Vocab2000 | K20 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K20.json,HEAVY_final3_VOCAB2000_K20,0.0783511137791856,0.685,20,0,437.95,7.3,1,HEAVY_final3_VOCAB2000_K20
ETM,Base,Heavy,Vocab6000,20,Run3,ETM | Base | Heavy | Vocab6000 | K20 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K20.json,HEAVY_final3_VOCAB6000_K20,0.0715443183016291,0.685,20,0,593.02,9.88,1,HEAVY_final3_VOCAB6000_K20
ETM,Base,Heavy,Vocab2000,30,Run3,ETM | Base | Heavy | Vocab2000 | K30 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K30.json,HEAVY_final3_VOCAB2000_K30,0.0727384418067165,0.5466666666666666,30,0,448.49,7.47,1,HEAVY_final3_VOCAB2000_K30
ETM,Base,Heavy,Vocab6000,30,Run3,ETM | Base | Heavy | Vocab6000 | K30 | Run3,etm_topics_HEAVY_final3_VOCAB6000_K30.json,HEAVY_final3_VOCAB6000_K30,0.0532800819973789,0.5166666666666667,30,0,531.26,8.85,1,HEAVY_final3_VOCAB6000_K30
ETM,Base,Heavy,Vocab2000,40,Run3,ETM | Base | Heavy | Vocab2000 | K40 | Run3,etm_topics_HEAVY_final3_VOCAB2000_K40.json,HEAVY_final3_VOCAB2000_K40,0.0602684332207607,0.44,40,0,427.88,7.13,1,HEAVY_final3_VOCAB2000_K40
