doc_id,topic_id,topic_label
A0068718_00757.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01099.xml,-1,noise
A0068718_01165.xml,-1,noise
A0068718_00764.xml,-1,noise
A0068718_01097.xml,-1,noise
A0068718_01053.xml,-1,noise
A0068718_00582.xml,9,häktad_häktade_häktades_brotts_com
A0068718_00033.xml,-1,noise
A0068718_00292.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_01010.xml,0,ting_bergs_hustru_skuld_års
A0068718_00691.xml,-1,noise
A0068718_00675.xml,-1,noise
A0068718_00468.xml,-1,noise
A0068718_00950.xml,-1,noise
A0068718_00379.xml,-1,noise
A0068718_00043.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00782.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01014.xml,-1,noise
A0068718_00638.xml,-1,noise
A0068718_00218.xml,-1,noise
A0068718_00367.xml,-1,noise
A0068718_00459.xml,-1,noise
A0068718_00401.xml,-1,noise
A0068718_01116.xml,-1,noise
A0068718_00199.xml,-1,noise
A0068718_00570.xml,-1,noise
A0068718_00900.xml,-1,noise
A0068718_00259.xml,-1,noise
A0068718_01056.xml,-1,noise
A0068718_00377.xml,-1,noise
A0068718_01357.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00469.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00583.xml,-1,noise
A0068718_00662.xml,-1,noise
A0068718_00026.xml,-1,noise
A0068718_00518.xml,-1,noise
A0068718_01163.xml,-1,noise
A0068718_00035.xml,-1,noise
A0068718_00633.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00323.xml,-1,noise
A0068718_00577.xml,-1,noise
A0068718_00058.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_00262.xml,-1,noise
A0068718_00610.xml,-1,noise
A0068718_00925.xml,-1,noise
A0068718_00130.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01235.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00194.xml,-1,noise
A0068718_01210.xml,-1,noise
A0068718_00180.xml,-1,noise
A0068718_00826.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01189.xml,-1,noise
A0068718_00596.xml,-1,noise
A0068718_01179.xml,7,skrift_may_julij_cum_augusti
A0068718_00037.xml,-1,noise
A0068718_00683.xml,-1,noise
A0068718_00584.xml,-1,noise
A0068718_00198.xml,-1,noise
A0068718_00242.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00062.xml,-1,noise
A0068718_01199.xml,-1,noise
A0068718_01047.xml,-1,noise
A0068718_01347.xml,-1,noise
A0068718_00903.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00329.xml,-1,noise
A0068718_01343.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00847.xml,-1,noise
A0068718_00311.xml,-1,noise
A0068718_01032.xml,-1,noise
A0068718_00566.xml,-1,noise
A0068718_00382.xml,-1,noise
A0068718_00658.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_01001.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01119.xml,-1,noise
A0068718_01132.xml,-1,noise
A0068718_00527.xml,-1,noise
A0068718_01254.xml,-1,noise
A0068718_00687.xml,-1,noise
A0068718_01002.xml,9,häktad_häktade_häktades_brotts_com
A0068718_01226.xml,-1,noise
A0068718_00944.xml,-1,noise
A0068718_00988.xml,-1,noise
A0068718_00164.xml,9,häktad_häktade_häktades_brotts_com
A0068718_00410.xml,-1,noise
A0068718_00422.xml,-1,noise
A0068718_00184.xml,-1,noise
A0068718_00078.xml,-1,noise
A0068718_00761.xml,-1,noise
A0068718_00770.xml,-1,noise
A0068718_00621.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00963.xml,-1,noise
A0068718_00796.xml,-1,noise
A0068718_00791.xml,-1,noise
A0068718_00711.xml,-1,noise
A0068718_00263.xml,-1,noise
A0068718_01229.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00331.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_00287.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01333.xml,9,häktad_häktade_häktades_brotts_com
A0068718_00956.xml,-1,noise
A0068718_00728.xml,-1,noise
A0068718_01048.xml,-1,noise
A0068718_00529.xml,-1,noise
A0068718_01160.xml,-1,noise
A0068718_00873.xml,-1,noise
A0068718_00962.xml,-1,noise
A0068718_00586.xml,-1,noise
A0068718_00647.xml,-1,noise
A0068718_00668.xml,-1,noise
A0068718_00753.xml,-1,noise
A0068718_00108.xml,-1,noise
A0068718_00157.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00098.xml,-1,noise
A0068718_00086.xml,9,häktad_häktade_häktades_brotts_com
A0068718_00020.xml,-1,noise
A0068718_00445.xml,-1,noise
A0068718_01094.xml,-1,noise
A0068718_00388.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00849.xml,-1,noise
A0068718_00477.xml,-1,noise
A0068718_00856.xml,-1,noise
A0068718_00219.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00163.xml,-1,noise
A0068718_00703.xml,-1,noise
A0068718_00071.xml,-1,noise
A0068718_00637.xml,-1,noise
A0068718_01313.xml,9,häktad_häktade_häktades_brotts_com
A0068718_00721.xml,-1,noise
A0068718_00843.xml,-1,noise
A0068718_00158.xml,9,häktad_häktade_häktades_brotts_com
A0068718_00594.xml,-1,noise
A0068718_00894.xml,-1,noise
A0068718_00040.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01339.xml,-1,noise
A0068718_00358.xml,-1,noise
A0068718_00692.xml,-1,noise
A0068718_00842.xml,-1,noise
A0068718_01221.xml,-1,noise
A0068718_00947.xml,-1,noise
A0068718_01239.xml,10,riddaren_hofrätts_fru_referent_fredric
A0068718_00974.xml,-1,noise
A0068718_01059.xml,-1,noise
A0068718_00275.xml,-1,noise
A0068718_00239.xml,-1,noise
A0068718_00205.xml,-1,noise
A0068718_01154.xml,-1,noise
A0068718_00918.xml,-1,noise
A0068718_00178.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00462.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00271.xml,-1,noise
A0068718_01167.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00487.xml,-1,noise
A0068718_01035.xml,-1,noise
A0068718_00105.xml,-1,noise
A0068718_01271.xml,-1,noise
A0068718_00914.xml,-1,noise
A0068718_00102.xml,0,ting_bergs_hustru_skuld_års
A0068718_00601.xml,-1,noise
A0068718_00580.xml,-1,noise
A0068718_01367.xml,-1,noise
A0068718_01152.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_01277.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00478.xml,-1,noise
A0068718_00028.xml,-1,noise
A0068718_00314.xml,-1,noise
A0068718_01200.xml,-1,noise
A0068718_00684.xml,-1,noise
A0068718_00117.xml,-1,noise
A0068718_00471.xml,9,häktad_häktade_häktades_brotts_com
A0068718_00928.xml,-1,noise
A0068718_01110.xml,-1,noise
A0068718_01144.xml,-1,noise
A0068718_01013.xml,1,fru_saken_hofrätten_ståndet_probsten
A0068718_00257.xml,-1,noise
A0068718_00347.xml,-1,noise
A0068718_00538.xml,-1,noise
A0068718_00740.xml,-1,noise
A0068718_00835.xml,-1,noise
A0068718_00457.xml,-1,noise
A0068718_00593.xml,-1,noise
A0068718_00760.xml,-1,noise
A0068718_00917.xml,-1,noise
A0068718_00166.xml,1,fru_saken_hofrätten_ståndet_probsten
